c1,c2,c3,c4,c7,c8,reg_target,class_target,c2_median_imputed,c7_most_frequent_imputed,c8_ordinal,c1_Male,c7_S,c7_Q
male,36.0,1,0,S,Lower Class,15.55,0,36.0,S,0.0,1.0,0.0,1.0
male,30.0,0,0,S,Lower Class,7.8958,0,30.0,S,0.0,1.0,0.0,1.0
male,27.0,0,0,S,Upper Class,30.5,1,27.0,S,2.0,1.0,0.0,1.0
female,22.0,1,2,C,Middle Class,41.5792,1,22.0,C,1.0,0.0,0.0,0.0
female,40.0,0,0,S,Upper Class,153.4625,1,40.0,S,2.0,0.0,0.0,1.0
female,39.0,1,5,S,Lower Class,31.275,0,39.0,S,0.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,7.05,0,28.0,S,0.0,1.0,0.0,1.0
female,,1,0,Q,Lower Class,15.5,1,28.0,Q,0.0,0.0,1.0,0.0
male,,0,0,Q,Lower Class,7.75,0,28.0,Q,0.0,1.0,1.0,0.0
male,35.0,0,0,S,Lower Class,8.05,0,35.0,S,0.0,1.0,0.0,1.0
female,24.0,1,2,S,Middle Class,65.0,1,24.0,S,1.0,0.0,0.0,1.0
male,34.0,1,1,S,Lower Class,14.4,0,34.0,S,0.0,1.0,0.0,1.0
female,26.0,1,0,S,Lower Class,16.1,0,26.0,S,0.0,0.0,0.0,1.0
female,4.0,2,1,S,Middle Class,39.0,1,4.0,S,1.0,0.0,0.0,1.0
male,26.0,0,0,S,Middle Class,10.5,0,26.0,S,1.0,1.0,0.0,1.0
male,27.0,1,0,C,Lower Class,14.4542,0,27.0,C,0.0,1.0,0.0,0.0
male,42.0,1,0,S,Upper Class,52.5542,1,42.0,S,2.0,1.0,0.0,1.0
male,20.0,1,1,C,Lower Class,15.7417,1,20.0,C,0.0,1.0,0.0,0.0
male,21.0,0,0,S,Lower Class,7.8542,0,21.0,S,0.0,1.0,0.0,1.0
male,21.0,0,0,S,Lower Class,16.1,0,21.0,S,0.0,1.0,0.0,1.0
male,61.0,0,0,S,Upper Class,32.3208,0,61.0,S,2.0,1.0,0.0,1.0
male,57.0,0,0,Q,Middle Class,12.35,0,57.0,Q,1.0,1.0,1.0,0.0
female,21.0,0,0,S,Upper Class,77.9583,1,21.0,S,2.0,0.0,0.0,1.0
male,26.0,0,0,S,Lower Class,7.8958,0,26.0,S,0.0,1.0,0.0,1.0
male,,0,0,Q,Lower Class,7.7333,0,28.0,Q,0.0,1.0,1.0,0.0
male,80.0,0,0,S,Upper Class,30.0,1,80.0,S,2.0,1.0,0.0,1.0
male,51.0,0,0,S,Lower Class,7.0542,0,51.0,S,0.0,1.0,0.0,1.0
male,32.0,0,0,C,Upper Class,30.5,1,32.0,C,2.0,1.0,0.0,0.0
male,,0,0,S,Upper Class,0.0,0,28.0,S,2.0,1.0,0.0,1.0
female,9.0,3,2,S,Lower Class,27.9,0,9.0,S,0.0,0.0,0.0,1.0
female,28.0,0,0,S,Middle Class,13.0,1,28.0,S,1.0,0.0,0.0,1.0
male,32.0,0,0,S,Lower Class,7.925,0,32.0,S,0.0,1.0,0.0,1.0
male,31.0,1,1,S,Middle Class,26.25,0,31.0,S,1.0,1.0,0.0,1.0
female,41.0,0,5,S,Lower Class,39.6875,0,41.0,S,0.0,0.0,0.0,1.0
male,,1,0,S,Lower Class,16.1,0,28.0,S,0.0,1.0,0.0,1.0
male,20.0,0,0,S,Lower Class,7.8542,0,20.0,S,0.0,1.0,0.0,1.0
female,24.0,0,0,C,Upper Class,69.3,1,24.0,C,2.0,0.0,0.0,0.0
female,2.0,3,2,S,Lower Class,27.9,0,2.0,S,0.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,56.4958,1,28.0,S,0.0,1.0,0.0,1.0
female,0.75,2,1,C,Lower Class,19.2583,1,0.75,C,0.0,0.0,0.0,0.0
male,48.0,1,0,C,Upper Class,76.7292,1,48.0,C,2.0,1.0,0.0,0.0
male,19.0,0,0,S,Lower Class,7.8958,0,19.0,S,0.0,1.0,0.0,1.0
male,56.0,0,0,C,Upper Class,35.5,1,56.0,C,2.0,1.0,0.0,0.0
male,,0,0,S,Lower Class,7.55,0,28.0,S,0.0,1.0,0.0,1.0
female,23.0,0,0,S,Lower Class,7.55,1,23.0,S,0.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
female,18.0,0,1,S,Middle Class,23.0,1,18.0,S,1.0,0.0,0.0,1.0
male,21.0,0,0,S,Lower Class,8.4333,0,21.0,S,0.0,1.0,0.0,1.0
female,,0,0,Q,Lower Class,7.8292,1,28.0,Q,0.0,0.0,1.0,0.0
female,18.0,0,0,Q,Lower Class,6.75,0,18.0,Q,0.0,0.0,1.0,0.0
male,24.0,2,0,S,Middle Class,73.5,0,24.0,S,1.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
female,32.0,1,1,Q,Lower Class,15.5,0,32.0,Q,0.0,0.0,1.0,0.0
male,23.0,0,0,S,Middle Class,13.0,0,23.0,S,1.0,1.0,0.0,1.0
male,58.0,0,2,C,Upper Class,113.275,0,58.0,C,2.0,1.0,0.0,0.0
male,50.0,2,0,S,Upper Class,133.65,1,50.0,S,2.0,1.0,0.0,1.0
male,40.0,0,0,C,Lower Class,7.225,0,40.0,C,0.0,1.0,0.0,0.0
male,47.0,0,0,S,Upper Class,25.5875,0,47.0,S,2.0,1.0,0.0,1.0
male,36.0,0,0,S,Lower Class,7.4958,0,36.0,S,0.0,1.0,0.0,1.0
male,20.0,1,0,S,Lower Class,7.925,1,20.0,S,0.0,1.0,0.0,1.0
male,32.0,2,0,S,Middle Class,73.5,0,32.0,S,1.0,1.0,0.0,1.0
male,25.0,0,0,S,Middle Class,13.0,0,25.0,S,1.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,7.775,0,28.0,S,0.0,1.0,0.0,1.0
male,43.0,0,0,S,Lower Class,8.05,0,43.0,S,0.0,1.0,0.0,1.0
female,,1,0,S,Upper Class,52.0,1,28.0,S,2.0,0.0,0.0,1.0
female,40.0,1,1,S,Middle Class,39.0,1,40.0,S,1.0,0.0,0.0,1.0
male,31.0,1,0,S,Upper Class,52.0,0,31.0,S,2.0,1.0,0.0,1.0
male,70.0,0,0,S,Middle Class,10.5,0,70.0,S,1.0,1.0,0.0,1.0
male,31.0,0,0,S,Middle Class,13.0,1,31.0,S,1.0,1.0,0.0,1.0
male,,0,0,S,Middle Class,0.0,0,28.0,S,1.0,1.0,0.0,1.0
male,18.0,0,0,S,Lower Class,7.775,0,18.0,S,0.0,1.0,0.0,1.0
male,24.5,0,0,S,Lower Class,8.05,0,24.5,S,0.0,1.0,0.0,1.0
female,18.0,0,0,S,Lower Class,9.8417,1,18.0,S,0.0,0.0,0.0,1.0
female,43.0,1,6,S,Lower Class,46.9,0,43.0,S,0.0,0.0,0.0,1.0
male,36.0,0,1,C,Upper Class,512.3292,1,36.0,C,2.0,1.0,0.0,0.0
female,,0,0,Q,Lower Class,8.1375,0,28.0,Q,0.0,0.0,1.0,0.0
male,27.0,0,0,C,Upper Class,76.7292,1,27.0,C,2.0,1.0,0.0,0.0
male,20.0,0,0,S,Lower Class,9.225,0,20.0,S,0.0,1.0,0.0,1.0
male,14.0,5,2,S,Lower Class,46.9,0,14.0,S,0.0,1.0,0.0,1.0
male,60.0,1,1,S,Middle Class,39.0,0,60.0,S,1.0,1.0,0.0,1.0
male,25.0,1,2,C,Middle Class,41.5792,0,25.0,C,1.0,1.0,0.0,0.0
male,14.0,4,1,S,Lower Class,39.6875,0,14.0,S,0.0,1.0,0.0,1.0
male,19.0,0,0,S,Lower Class,10.1708,0,19.0,S,0.0,1.0,0.0,1.0
male,18.0,0,0,S,Lower Class,7.7958,0,18.0,S,0.0,1.0,0.0,1.0
female,15.0,0,1,S,Upper Class,211.3375,1,15.0,S,2.0,0.0,0.0,1.0
male,31.0,1,0,S,Upper Class,57.0,1,31.0,S,2.0,1.0,0.0,1.0
female,4.0,0,1,C,Lower Class,13.4167,1,4.0,C,0.0,0.0,0.0,0.0
male,,0,0,S,Lower Class,56.4958,1,28.0,S,0.0,1.0,0.0,1.0
male,25.0,0,0,C,Lower Class,7.225,0,25.0,C,0.0,1.0,0.0,0.0
male,60.0,0,0,S,Upper Class,26.55,0,60.0,S,2.0,1.0,0.0,1.0
male,52.0,0,0,S,Middle Class,13.5,0,52.0,S,1.0,1.0,0.0,1.0
male,44.0,0,0,S,Lower Class,8.05,0,44.0,S,0.0,1.0,0.0,1.0
female,,0,0,Q,Lower Class,7.7333,1,28.0,Q,0.0,0.0,1.0,0.0
male,49.0,1,1,C,Upper Class,110.8833,0,49.0,C,2.0,1.0,0.0,0.0
male,42.0,0,0,S,Lower Class,7.65,0,42.0,S,0.0,1.0,0.0,1.0
female,18.0,1,0,C,Upper Class,227.525,1,18.0,C,2.0,0.0,0.0,0.0
male,35.0,0,0,S,Upper Class,26.2875,1,35.0,S,2.0,1.0,0.0,1.0
female,18.0,0,1,C,Lower Class,14.4542,0,18.0,C,0.0,0.0,0.0,0.0
male,25.0,0,0,Q,Lower Class,7.7417,0,25.0,Q,0.0,1.0,1.0,0.0
male,26.0,1,0,S,Lower Class,7.8542,0,26.0,S,0.0,1.0,0.0,1.0
male,39.0,0,0,S,Middle Class,26.0,0,39.0,S,1.0,1.0,0.0,1.0
female,45.0,0,0,S,Middle Class,13.5,1,45.0,S,1.0,0.0,0.0,1.0
male,42.0,0,0,S,Upper Class,26.2875,1,42.0,S,2.0,1.0,0.0,1.0
female,22.0,0,0,S,Upper Class,151.55,1,22.0,S,2.0,0.0,0.0,1.0
male,,1,1,C,Lower Class,15.2458,1,28.0,C,0.0,1.0,0.0,0.0
female,24.0,0,0,C,Upper Class,49.5042,1,24.0,C,2.0,0.0,0.0,0.0
male,,0,0,S,Upper Class,26.55,0,28.0,S,2.0,1.0,0.0,1.0
male,48.0,1,0,S,Upper Class,52.0,1,48.0,S,2.0,1.0,0.0,1.0
male,29.0,0,0,S,Lower Class,9.4833,0,29.0,S,0.0,1.0,0.0,1.0
male,52.0,0,0,S,Middle Class,13.0,0,52.0,S,1.0,1.0,0.0,1.0
male,19.0,0,0,S,Lower Class,7.65,0,19.0,S,0.0,1.0,0.0,1.0
female,38.0,0,0,C,Upper Class,227.525,1,38.0,C,2.0,0.0,0.0,0.0
female,27.0,0,0,S,Middle Class,10.5,1,27.0,S,1.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,15.5,0,28.0,Q,0.0,1.0,1.0,0.0
male,33.0,0,0,S,Lower Class,7.775,0,33.0,S,0.0,1.0,0.0,1.0
female,6.0,0,1,S,Middle Class,33.0,1,6.0,S,1.0,0.0,0.0,1.0
male,17.0,1,0,S,Lower Class,7.0542,0,17.0,S,0.0,1.0,0.0,1.0
male,34.0,0,0,S,Middle Class,13.0,0,34.0,S,1.0,1.0,0.0,1.0
male,50.0,0,0,S,Middle Class,13.0,0,50.0,S,1.0,1.0,0.0,1.0
male,27.0,1,0,S,Upper Class,53.1,1,27.0,S,2.0,1.0,0.0,1.0
male,20.0,0,0,S,Lower Class,8.6625,0,20.0,S,0.0,1.0,0.0,1.0
female,30.0,3,0,S,Middle Class,21.0,1,30.0,S,1.0,0.0,0.0,1.0
female,,0,0,Q,Lower Class,7.7375,1,28.0,Q,0.0,0.0,1.0,0.0
male,25.0,1,0,S,Middle Class,26.0,0,25.0,S,1.0,1.0,0.0,1.0
female,25.0,1,0,S,Lower Class,7.925,0,25.0,S,0.0,0.0,0.0,1.0
female,29.0,0,0,S,Upper Class,211.3375,1,29.0,S,2.0,0.0,0.0,1.0
male,11.0,0,0,C,Lower Class,18.7875,0,11.0,C,0.0,1.0,0.0,0.0
male,,0,0,S,Middle Class,0.0,0,28.0,S,1.0,1.0,0.0,1.0
male,23.0,0,0,S,Middle Class,13.0,0,23.0,S,1.0,1.0,0.0,1.0
male,23.0,0,0,S,Middle Class,13.0,0,23.0,S,1.0,1.0,0.0,1.0
male,28.5,0,0,S,Lower Class,16.1,0,28.5,S,0.0,1.0,0.0,1.0
female,48.0,1,3,S,Lower Class,34.375,0,48.0,S,0.0,0.0,0.0,1.0
male,35.0,0,0,C,Upper Class,512.3292,1,35.0,C,2.0,1.0,0.0,0.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Upper Class,30.0,1,28.0,S,2.0,1.0,0.0,1.0
male,36.0,1,0,S,Upper Class,78.85,0,36.0,S,2.0,1.0,0.0,1.0
female,21.0,2,2,C,Upper Class,262.375,1,21.0,C,2.0,0.0,0.0,0.0
male,24.0,1,0,S,Lower Class,16.1,0,24.0,S,0.0,1.0,0.0,1.0
male,31.0,0,0,S,Lower Class,7.925,1,31.0,S,0.0,1.0,0.0,1.0
male,70.0,1,1,S,Upper Class,71.0,0,70.0,S,2.0,1.0,0.0,1.0
male,16.0,1,1,S,Lower Class,20.25,0,16.0,S,0.0,1.0,0.0,1.0
female,30.0,0,0,S,Middle Class,13.0,1,30.0,S,1.0,0.0,0.0,1.0
male,19.0,1,0,S,Upper Class,53.1,0,19.0,S,2.0,1.0,0.0,1.0
male,31.0,0,0,Q,Lower Class,7.75,0,31.0,Q,0.0,1.0,1.0,0.0
female,4.0,1,1,S,Middle Class,23.0,1,4.0,S,1.0,0.0,0.0,1.0
male,6.0,0,1,S,Lower Class,12.475,1,6.0,S,0.0,1.0,0.0,1.0
male,33.0,0,0,S,Lower Class,9.5,0,33.0,S,0.0,1.0,0.0,1.0
male,23.0,0,0,S,Lower Class,7.8958,0,23.0,S,0.0,1.0,0.0,1.0
female,48.0,1,2,S,Middle Class,65.0,1,48.0,S,1.0,0.0,0.0,1.0
male,0.67,1,1,S,Middle Class,14.5,1,0.67,S,1.0,1.0,0.0,1.0
male,28.0,0,0,S,Lower Class,7.7958,0,28.0,S,0.0,1.0,0.0,1.0
male,18.0,0,0,S,Middle Class,11.5,0,18.0,S,1.0,1.0,0.0,1.0
male,34.0,0,0,S,Lower Class,8.05,0,34.0,S,0.0,1.0,0.0,1.0
female,33.0,0,0,S,Upper Class,86.5,1,33.0,S,2.0,0.0,0.0,1.0
male,,0,0,S,Lower Class,14.5,0,28.0,S,0.0,1.0,0.0,1.0
male,41.0,0,0,S,Lower Class,7.125,0,41.0,S,0.0,1.0,0.0,1.0
male,20.0,0,0,C,Lower Class,7.2292,1,20.0,C,0.0,1.0,0.0,0.0
female,36.0,1,2,S,Upper Class,120.0,1,36.0,S,2.0,0.0,0.0,1.0
male,16.0,0,0,S,Lower Class,7.775,0,16.0,S,0.0,1.0,0.0,1.0
female,51.0,1,0,S,Upper Class,77.9583,1,51.0,S,2.0,0.0,0.0,1.0
male,,0,0,C,Upper Class,39.6,0,28.0,C,2.0,1.0,0.0,0.0
female,30.5,0,0,Q,Lower Class,7.75,0,30.5,Q,0.0,0.0,1.0,0.0
male,,1,0,Q,Lower Class,24.15,0,28.0,Q,0.0,1.0,1.0,0.0
male,32.0,0,0,S,Lower Class,8.3625,0,32.0,S,0.0,1.0,0.0,1.0
male,24.0,0,0,S,Lower Class,9.5,0,24.0,S,0.0,1.0,0.0,1.0
male,48.0,0,0,S,Lower Class,7.8542,0,48.0,S,0.0,1.0,0.0,1.0
female,57.0,0,0,S,Middle Class,10.5,0,57.0,S,1.0,0.0,0.0,1.0
male,,0,0,C,Lower Class,7.225,0,28.0,C,0.0,1.0,0.0,0.0
female,54.0,1,3,S,Middle Class,23.0,1,54.0,S,1.0,0.0,0.0,1.0
male,18.0,0,0,S,Lower Class,7.75,0,18.0,S,0.0,1.0,0.0,1.0
male,,0,0,Q,Lower Class,7.75,0,28.0,Q,0.0,1.0,1.0,0.0
female,5.0,0,0,S,Lower Class,12.475,1,5.0,S,0.0,0.0,0.0,1.0
male,,0,0,Q,Lower Class,7.7375,0,28.0,Q,0.0,1.0,1.0,0.0
female,43.0,0,1,S,Upper Class,211.3375,1,43.0,S,2.0,0.0,0.0,1.0
female,13.0,0,0,C,Lower Class,7.2292,1,13.0,C,0.0,0.0,0.0,0.0
female,17.0,1,0,S,Upper Class,57.0,1,17.0,S,2.0,0.0,0.0,1.0
male,29.0,0,0,S,Upper Class,30.0,0,29.0,S,2.0,1.0,0.0,1.0
male,,1,2,S,Lower Class,23.45,0,28.0,S,0.0,1.0,0.0,1.0
male,25.0,0,0,S,Lower Class,7.05,0,25.0,S,0.0,1.0,0.0,1.0
male,25.0,0,0,S,Lower Class,7.25,0,25.0,S,0.0,1.0,0.0,1.0
female,18.0,0,0,S,Lower Class,7.4958,1,18.0,S,0.0,0.0,0.0,1.0
male,8.0,4,1,Q,Lower Class,29.125,0,8.0,Q,0.0,1.0,1.0,0.0
male,1.0,1,2,S,Lower Class,20.575,1,1.0,S,0.0,1.0,0.0,1.0
male,46.0,0,0,C,Upper Class,79.2,0,46.0,C,2.0,1.0,0.0,0.0
male,,0,0,Q,Lower Class,7.75,0,28.0,Q,0.0,1.0,1.0,0.0
male,16.0,0,0,S,Middle Class,26.0,0,16.0,S,1.0,1.0,0.0,1.0
female,,8,2,S,Lower Class,69.55,0,28.0,S,0.0,0.0,0.0,1.0
male,,0,0,C,Upper Class,30.6958,0,28.0,C,2.0,1.0,0.0,0.0
male,25.0,0,0,S,Lower Class,7.8958,0,25.0,S,0.0,1.0,0.0,1.0
male,39.0,0,0,S,Middle Class,13.0,0,39.0,S,1.0,1.0,0.0,1.0
female,49.0,0,0,S,Upper Class,25.9292,1,49.0,S,2.0,0.0,0.0,1.0
female,31.0,0,0,S,Lower Class,8.6833,1,31.0,S,0.0,0.0,0.0,1.0
male,30.0,0,0,C,Lower Class,7.2292,0,30.0,C,0.0,1.0,0.0,0.0
female,30.0,1,1,S,Lower Class,24.15,0,30.0,S,0.0,0.0,0.0,1.0
male,34.0,0,0,S,Middle Class,13.0,0,34.0,S,1.0,1.0,0.0,1.0
female,31.0,1,1,S,Middle Class,26.25,1,31.0,S,1.0,0.0,0.0,1.0
male,11.0,1,2,S,Upper Class,120.0,1,11.0,S,2.0,1.0,0.0,1.0
male,0.42,0,1,C,Lower Class,8.5167,1,0.42,C,0.0,1.0,0.0,0.0
male,27.0,0,0,S,Lower Class,6.975,1,27.0,S,0.0,1.0,0.0,1.0
male,31.0,0,0,S,Lower Class,7.775,0,31.0,S,0.0,1.0,0.0,1.0
male,39.0,0,0,S,Upper Class,0.0,0,39.0,S,2.0,1.0,0.0,1.0
female,18.0,0,0,S,Lower Class,7.775,0,18.0,S,0.0,0.0,0.0,1.0
male,39.0,0,0,S,Middle Class,13.0,0,39.0,S,1.0,1.0,0.0,1.0
female,33.0,1,0,S,Upper Class,53.1,1,33.0,S,2.0,0.0,0.0,1.0
male,26.0,0,0,S,Lower Class,7.8875,0,26.0,S,0.0,1.0,0.0,1.0
male,39.0,0,0,S,Lower Class,24.15,0,39.0,S,0.0,1.0,0.0,1.0
male,35.0,0,0,S,Middle Class,10.5,0,35.0,S,1.0,1.0,0.0,1.0
female,6.0,4,2,S,Lower Class,31.275,0,6.0,S,0.0,0.0,0.0,1.0
male,30.5,0,0,S,Lower Class,8.05,0,30.5,S,0.0,1.0,0.0,1.0
male,,0,0,S,Upper Class,0.0,0,28.0,S,2.0,1.0,0.0,1.0
female,23.0,0,0,S,Lower Class,7.925,0,23.0,S,0.0,0.0,0.0,1.0
male,31.0,1,1,C,Middle Class,37.0042,0,31.0,C,1.0,1.0,0.0,0.0
male,43.0,0,0,S,Lower Class,6.45,0,43.0,S,0.0,1.0,0.0,1.0
male,10.0,3,2,S,Lower Class,27.9,0,10.0,S,0.0,1.0,0.0,1.0
female,52.0,1,1,S,Upper Class,93.5,1,52.0,S,2.0,0.0,0.0,1.0
male,27.0,0,0,S,Lower Class,8.6625,1,27.0,S,0.0,1.0,0.0,1.0
male,38.0,0,0,S,Upper Class,0.0,0,38.0,S,2.0,1.0,0.0,1.0
female,27.0,0,1,S,Lower Class,12.475,1,27.0,S,0.0,0.0,0.0,1.0
male,2.0,4,1,S,Lower Class,39.6875,0,2.0,S,0.0,1.0,0.0,1.0
male,,0,0,Q,Lower Class,6.95,0,28.0,Q,0.0,1.0,1.0,0.0
male,,0,0,S,Lower Class,56.4958,0,28.0,S,0.0,1.0,0.0,1.0
male,1.0,0,2,C,Middle Class,37.0042,1,1.0,C,1.0,1.0,0.0,0.0
male,,0,0,Q,Lower Class,7.75,1,28.0,Q,0.0,1.0,1.0,0.0
female,62.0,0,0,,Upper Class,80.0,1,62.0,S,2.0,0.0,0.0,1.0
female,15.0,1,0,C,Lower Class,14.4542,1,15.0,C,0.0,0.0,0.0,0.0
male,0.83,1,1,S,Middle Class,18.75,1,0.83,S,1.0,1.0,0.0,1.0
male,,0,0,C,Lower Class,7.2292,0,28.0,C,0.0,1.0,0.0,0.0
male,23.0,0,0,S,Lower Class,7.8542,0,23.0,S,0.0,1.0,0.0,1.0
male,18.0,0,0,S,Lower Class,8.3,0,18.0,S,0.0,1.0,0.0,1.0
female,39.0,1,1,C,Upper Class,83.1583,1,39.0,C,2.0,0.0,0.0,0.0
male,21.0,0,0,S,Lower Class,8.6625,0,21.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,8.05,0,28.0,S,0.0,1.0,0.0,1.0
male,32.0,0,0,S,Lower Class,56.4958,1,32.0,S,0.0,1.0,0.0,1.0
male,,0,0,C,Upper Class,29.7,1,28.0,C,2.0,1.0,0.0,0.0
male,20.0,0,0,S,Lower Class,7.925,0,20.0,S,0.0,1.0,0.0,1.0
male,16.0,0,0,S,Middle Class,10.5,0,16.0,S,1.0,1.0,0.0,1.0
female,30.0,0,0,C,Upper Class,31.0,1,30.0,C,2.0,0.0,0.0,0.0
male,34.5,0,0,C,Lower Class,6.4375,0,34.5,C,0.0,1.0,0.0,0.0
male,17.0,0,0,S,Lower Class,8.6625,0,17.0,S,0.0,1.0,0.0,1.0
male,42.0,0,0,S,Lower Class,7.55,0,42.0,S,0.0,1.0,0.0,1.0
male,,8,2,S,Lower Class,69.55,0,28.0,S,0.0,1.0,0.0,1.0
male,35.0,0,0,C,Lower Class,7.8958,0,35.0,C,0.0,1.0,0.0,0.0
male,28.0,0,1,S,Middle Class,33.0,0,28.0,S,1.0,1.0,0.0,1.0
female,,1,0,C,Upper Class,89.1042,1,28.0,C,2.0,0.0,0.0,0.0
male,4.0,4,2,S,Lower Class,31.275,0,4.0,S,0.0,1.0,0.0,1.0
male,74.0,0,0,S,Lower Class,7.775,0,74.0,S,0.0,1.0,0.0,1.0
female,9.0,1,1,C,Lower Class,15.2458,0,9.0,C,0.0,0.0,0.0,0.0
female,16.0,0,1,S,Upper Class,39.4,1,16.0,S,2.0,0.0,0.0,1.0
female,44.0,1,0,S,Middle Class,26.0,0,44.0,S,1.0,0.0,0.0,1.0
female,18.0,0,1,S,Lower Class,9.35,1,18.0,S,0.0,0.0,0.0,1.0
female,45.0,1,1,S,Upper Class,164.8667,1,45.0,S,2.0,0.0,0.0,1.0
male,51.0,0,0,S,Upper Class,26.55,1,51.0,S,2.0,1.0,0.0,1.0
female,24.0,0,3,C,Lower Class,19.2583,1,24.0,C,0.0,0.0,0.0,0.0
male,,0,0,C,Lower Class,7.2292,0,28.0,C,0.0,1.0,0.0,0.0
male,41.0,2,0,S,Lower Class,14.1083,0,41.0,S,0.0,1.0,0.0,1.0
male,21.0,1,0,S,Middle Class,11.5,0,21.0,S,1.0,1.0,0.0,1.0
female,48.0,0,0,S,Upper Class,25.9292,1,48.0,S,2.0,0.0,0.0,1.0
female,,8,2,S,Lower Class,69.55,0,28.0,S,0.0,0.0,0.0,1.0
male,24.0,0,0,S,Middle Class,13.0,0,24.0,S,1.0,1.0,0.0,1.0
female,42.0,0,0,S,Middle Class,13.0,1,42.0,S,1.0,0.0,0.0,1.0
female,27.0,1,0,C,Middle Class,13.8583,1,27.0,C,1.0,0.0,0.0,0.0
male,31.0,0,0,S,Upper Class,50.4958,0,31.0,S,2.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,9.5,0,28.0,S,0.0,1.0,0.0,1.0
male,4.0,1,1,S,Lower Class,11.1333,1,4.0,S,0.0,1.0,0.0,1.0
male,26.0,0,0,S,Lower Class,7.8958,0,26.0,S,0.0,1.0,0.0,1.0
female,47.0,1,1,S,Upper Class,52.5542,1,47.0,S,2.0,0.0,0.0,1.0
male,33.0,0,0,S,Upper Class,5.0,0,33.0,S,2.0,1.0,0.0,1.0
male,47.0,0,0,S,Lower Class,9.0,0,47.0,S,0.0,1.0,0.0,1.0
female,28.0,1,0,C,Middle Class,24.0,1,28.0,C,1.0,0.0,0.0,0.0
female,15.0,0,0,C,Lower Class,7.225,1,15.0,C,0.0,0.0,0.0,0.0
male,20.0,0,0,S,Lower Class,9.8458,0,20.0,S,0.0,1.0,0.0,1.0
male,19.0,0,0,S,Lower Class,7.8958,0,19.0,S,0.0,1.0,0.0,1.0
male,,0,0,S,Lower Class,7.8958,0,28.0,S,0.0,1.0,0.0,1.0
female,56.0,0,1,C,Upper Class,83.1583,1,56.0,C,2.0,0.0,0.0,0.0
female,25.0,0,1,S,Middle Class,26.0,1,25.0,S,1.0,0.0,0.0,1.0
male,33.0,0,0,S,Lower Class,7.8958,0,33.0,S,0.0,1.0,0.0,1.0
female,22.0,0,0,S,Lower Class,10.5167,0,22.0,S,0.0,0.0,0.0,1.0
male,28.0,0,0,S,Middle Class,10.5,0,28.0,S,1.0,1.0,0.0,1.0
male,25.0,0,0,S,Lower Class,7.05,0,25.0,S,0.0,1.0,0.0,1.0
female,39.0,0,5,Q,Lower Class,29.125,0,39.0,Q,0.0,0.0,1.0,0.0
male,27.0,0,0,S,Middle Class,13.0,0,27.0,S,1.0,1.0,0.0,1.0
female,19.0,0,0,S,Upper Class,30.0,1,19.0,S,2.0,0.0,0.0,1.0
female,,1,2,S,Lower Class,23.45,0,28.0,S,0.0,0.0,0.0,1.0
male,26.0,0,0,C,Upper Class,30.0,1,26.0,C,2.0,1.0,0.0,0.0
male,32.0,0,0,Q,Lower Class,7.75,0,32.0,Q,0.0,1.0,1.0,0.0
